english_caption,bengali_caption
a dirt bike racer takes offf as others watch .,একটি ময়লা বাইকের রেসার অন্যদের দেখার মধ্যেই নেমে পড়ে
a motocross rider is traveling along a dirt path with people watching .,একজন মোটরক্রস রাইডার লোকেরা দেখার জন্য ময়লা ফেলার পথে ভ্রমণ করছে।
a person on a dirt bike is riding up a hill while people watch on the side .,ডার্ট বাইক চালক একটি পাহাড়ে চড়েছেন যখন লোকেরা পাশে থেকে দেখছেন
person riding dirt bike on track while others stand by track,একজন ব্যক্তি ডার্ট বাইক চাল্লাচ্ছেন যখন অন্যরা ট্র্যাকের পাশে দাঁড়িয়েছেন
a woman bicycles down the hill on a dirt trail .,ময়লা পথে এক মহিলা পাহাড় বেয়ে বাইসাইকেলে নামছে
a woman biking downhill .,একজন মহিলা চড়াই বেয়ে বাইকিং করছেন
a woman is riding down a dirt trail on her bike .,একজন মহিলা তার বাইকে মাটির রাস্তায় চড়ে যাচ্ছেন।
man riding a bike down a dirt hill .,একজন লোক মাটির পাহাড় বেয়ে সাইকেল চালিয়ে নিচে নামছে
woman in blue workout attire and helmet rides through dirt path,নীল ওয়ার্ক আউট পোশাক এবং হেলম্যাট পরিহিত এক মহিলা মাটির পথে সাইকেলে চড়ছে
a swan is above water .,পানির ওপর এক রাজহাঁস
a swan landing in a lake .,একটি হ্রদে একটি হাঁসের অবতরণ।
a swan taking off from the water .,জল থেকে উড্ডয়নরত রাজহাঁস
a white swan is skimming across the surface of the water .,একটি সাদা রাজহাঁস পানির উপরের অংশ ঘেঁষে উড়ে যাচ্ছে
the large white bird swoops down hovering above the water .,বিশাল সাদা পাখি জলের উপরে ঘুরে বেড়াচ্ছে।
a black and white dog running through shallow water .,ওগভীর পানিতে একটি সাদা-কালো কুকুর দৌড়াচ্ছে
a black dog is running on water .,একটি কালো কুকুর পানির উপর দৌড়ায়
black dog with white feet running into a lake .,সাদা পাওয়ালা একটি কালো কুকুর হ্রদের পানিতে দৌড়াচ্ছে
the black dog is running through water .,কালো কুকুরটি পানির মধ্য দিয়ে চলছে।
two men in camouflage pants are running past a parking lot .,ক্যামোফ্লেজ প্যান্টের দু'জন লোক পার্কিংয়ের পাশ দিয়ে চলেছে
two men run through a parking lot wearing camouflage pants .,ক্যামোফ্ল্যাজ প্যান্ট পরা দুজন পুরুষ পার্কিং লট দিয়ে দৌড়াচ্ছে
two men wearing army pants are running next to a fence .,আর্মি প্যান্ট পরিহিত দুইজন লোক একটি বেড়ার পাশ দিয়ে দৌড়াচ্ছে
two soldiers are running down a track .,দু'জন সৈন্য ট্র্যাকে দৌড়ছে
a little boy kisses a little girl as they sit on a hay bale with pumpkins and a halloween display in the background .,একটি ছোট্ট ছেলে কুমড়ো এবং পটভূমিতে একটি হ্যালোইন প্রদর্শনের সাথে খড়ের গাদায় বসে একটি ছোট্ট মেয়েকে চুম্বন করে
a little boy kisses a little girl while sitting on hay bales surrounded by halloween decorations .,একটি ছোট ছেলে হ্যালোইন সজ্জায় ঘেরা খড়ের গাঁটিতে বসে একটি ছোট্ট মেয়েকে চুমু খায়।
a little boy kissing a girl on a stack of hay .,খড়ের স্তুপের উপর একটি ছোট ছেলে একটি মেয়েকে চুমু দিচ্ছে
two children are sitting on bales of hay in a halloween themed setting .,হ্যালোউইনের আবহে সজ্জিত একটি জায়গায় দুইজন শিশু খড়ের গাদার উপর বসে আছে
two children are sitting on hay in front of pumpkins and play witches .,দুটি বাচ্চা কুমড়ো এবং খেলনা ডাইনীর সামনে খড়ের উপর বসে আছে
a child in a graduation gown throws the cap in the air .,একটি গ্র্যাজুয়েশন গাউন পরা শিশু বাতাসে ক্যাপ নিক্ষেপ করছে
a child who is celebrating their graduation in a field .,এমন একটি শিশু যিনি একটি মাঠে তাদের স্নাতক উদযাপন করছেন
a young child dressed in a graduation gown is throwing a graduation cap in the air .,একটি গ্র্যাজুয়েশন গাউন পরিহিত ছোট বাচ্চা বাতাসে স্নাতক ক্যাপ নিক্ষেপ করছে।
a young girl throws her graduation cap into the air .,একটি বাচ্চা মেয়ে তার সমাবর্তনের টুপি শূন্যে ছুঁড়ে দিচ্ছে
young girl in red graduation suit flings her hat upward into the field .,লাল গ্র্যাজুয়েশন স্যুটে অল্প বয়সী মেয়েটি তার টুপি মাঠের উপরের দিকে  উড়াচ্ছে
several men walking past a tent notice a sign .,তাঁবু পেরিয়ে বেশ কয়েকজন পুরুষ একটি চিহ্ন দেখতে পাচ্ছেন
three men in white outfits walk in front of a fundraising tent .,সাদা পোশাকে তিনজন লোক তহবিল সংগ্রহের তাঁবুটির সামনে হাঁটেন।
three men walking in front of a colorful tent with a sign on it .,ব্যানারযুক্ত একটি রঙিন তাবুর সামনে তিনটি পুরুষ হাঁটছিলেন।
three men walking next to a tent with a billboard sign on it .,একটি বিলবোর্ড লাগানো তাবুর পাশ দিয়ে তিনজন লোক হেঁটে যাচ্ছে
three young men in white walking near tented area with banner advertisement .,ব্যানার এডভারটাইজমেন্টসহ তাঁবু এলাকায় তিনজন বালক সাদা পোশাক পরে হাঁটছে
two black dogs are fighting over a toy,দুটি কালো কুকুর একটি খেলনার জন্য লড়ছে
two black dogs are playing tug-of-war with an orange toy .,দুটি কালো কুকুর কমলা খেলনা নিয়ে টগ-অফ-ওয়ার খেলছে
two black dogs are playing with an orange stuffed dog toy .,কমলা রং এর খেলনা দিয়ে দুটি কুকুর খেলছে
two black dogs are tugging at an orange toy that is between them .,দুইটি কালো কুকুর একটি কমলা রঙের খেলনা নিয়ে টানাটানি করছে
two black dogs fighting over an orange toy .,কমলা খেলনা নিয়ে লড়াই করছে দুটি কালো কুকুর
a girl is standing on a snowy cliff .,তুষারাবৃত পর্বতে এক মেয়ে দাঁড়িয়ে আছে
a girl standing on a snowy hillside .,বরফের পাহাড়ে দাঁড়িয়ে এক মেয়ে
a person in a blue tracksuit carrying a package is standing on a snowy mountain,প্যাকেজ বহনকারী নীল রঙের ট্র্যাকসুটে থাকা কোনও ব্যক্তি একটি বরফের পাহাড়ে দাঁড়িয়ে আছেন
a woman in blue stands on a cliff 's edge holding a shopping bag .,নীল রঙের পোশাক পরিহিত একজন নারী একটি শপিং ব্যাগ হাতে নিয়ে পাহাড়ের কিনারায় দাঁড়িয়ে আছে
"this person , dressed in blue , is standing on a snowy mountain .",নীল পোশাক পরে এই ব্যক্তি একটি বরফের পাহাড়ে দাঁড়িয়ে আছেন।
a crowd of people are standing around a yellow-suited musician .,লোকদের ভিড় হলুদ স্যুট পরা সুরকারের চারপাশে দাঁড়িয়ে আছে
a man in yellow set up a band next to a crowd .,হলুদ রঙের এক লোক ভিড়ের পাশে একটি ব্যান্ড সেট আপ করলেন।
a musician and a crowd next to stage full of musical instruments .,একজন গায়ক এবং বাদ্যযন্ত্রে পূর্ণ স্টেজের পাশে একটি ভিড়।
man in yellow-gold suit and hat leaning forward with musical instruments to his right .,হলদে সোনালি রঙের স্যুট ও টুপি পরিহিত একজন লোক সামনে ঝুঁকে আছে এবং তার ডান দিকে কিছু বাদ্যযন্ত্র রয়েছে
the man in the yellow suit stands near musical instruments and a crowd .,হলুদ স্যুটটিতে থাকা লোকটি বাদ্যযন্ত্র এবং একটি ভিড়ের কাছে দাঁড়িয়ে।
"a small girl , wearing a pink top and jeans , stands on a field , with others in the background .","একটি ছোট্ট মেয়ে, গোলাপী টপ এবং জিন্স পরা, মাঠে দাঁড়িয়ে আছে, অন্যরা ব্যাকগ্রাউন্ডে রয়েছে"
a small white skinned girl in a pink top and jeans stands on a soccer field .,গোলাপী টপ এবং জিন্সের একটি সাদা চামড়ার মেয়ে একটি সকারের মাঠে দাঁড়িয়ে।
a young girl in blue jeans and a red shirt is in the green grass .,ঘাসের উপর নীল জিন্স এবং লাল শার্ট গায়ে এক তরুণ মেয়ে
a young girl smiles in a field .,একজন বাচ্চা মেয়ে একটি মাঠে দাঁড়িয়ে হাসছে
"girl in pink top dancing in a field ,",গোলাপি টপ পরে মেয়েটি একটি মাঠে নাচছে
a man in a flowered bathing suit waterskies on one ski while being pulled by a rope .,দড়ি দিয়ে টানতে যাওয়ার সময় এক স্কিতে ফুলেল স্নানের স্যুট পরা ওয়াটারস্কি করা এক ব্যক্তি
a man is doing a jump on a wakeboard in the water .,এক ব্যক্তি জলের একটি ওয়াগবোর্ডের উপর লাফিয়ে যাচ্ছেন।
a man on a waterski is performing a jump in the air .,এক ব্যাক্তি ওয়াটারস্কিং করে বাতাসে জাম্প দিচ্ছে
a man riding a wakeboard on a lake,একজন লোক হ্রদের পানিতে ওয়েকবোর্ডে চড়ে ঘুরে বেড়াচ্ছে
a man waterskiing through the air near a dock .,একটি ডকের কাছে একটি লোক ওয়াটার স্কিইং করছে
a boy and a girl are standing near the water on a beach .,একটি ছেলে এবং একটি মেয়ে সৈকতে জলের কাছে দাঁড়িয়ে আছে
a girl in a cowboy hat and a boy standing on the ocean shore,একটি কাউবয় টুপিতে একটি মেয়ে এবং সমুদ্রের তীরে দাঁড়িয়ে একটি ছেলে
a young boy and girl posing on the beach .,একটি তরুণ ছেলে এবং মেয়ে সমুদ্রে পোজ দিচ্ছে
the boy and girl are standing in front of the ocean and mountains .,একজন মেয়ে এবং একজন ছেলে সমুদ্র ও পাহাড়ের সামনে দাঁড়িয়ে আছে
the boy in the gray t-shirt is standing next to the girl in the green dress and cowboy hat on the beach .,ধূসর টি-শার্টের ছেলেটি সমুদ্র সৈকতে সবুজ পোশাক এবং কাউবয় টুপিতে মেয়েটির পাশে দাঁড়িয়ে আছে।
a man is fixing the wheel of a bicycle inside a cycling store .,একজন লোক সাইক্লিং স্টোরের ভিতরে সাইকেলের চাকা ঠিক করছেন
a man works in a bike shop .,একজন লোক বাইকের দোকানে কাজ করে।
a woman in a bicycle store where two men are working on a bike .,সাইকেল স্টোরে এক মহিলা যেখানে দুটি পুরুষ বাইক নিয়ে কাজ করছেন
a woman in a red shirt is examining one of many bicycles while a man in a blue shirt is adjusting a wheel .,লাল রঙের জামা পরিহিত একজন নারী অনেকগুলো সাইকেল থেকে একটি যাচাই করছে এবং নীল রঙের জামা পরিহিত একজন লোক একটি চাকা ঠিক করছে
people shopping in a bike shop .,বাইকের দোকানে কেনাকাটা করছেন লোকজন।
a brown and white dog with a brown and black bandanna running very fast .,সাদা ও বাদামী ব্যান্ডানা সহ একটি সাদা ও বাদামী কুকুর খুব দ্রুত দৌড়াচ্ছে
a small white dog running,একটি ছোটো সাদা কুকুর দৌড়াচ্ছে
a small white dog running across a lawn .,একটি ছোট কুকুর লনে দৌড়াচ্ছে
a white and tan dog runs along the green grass .,সাদা ও তামাটে রঙের একটি কুকুর সবুজ ঘাসের মধ্যে দৌড়াচ্ছে
the small dogs runs in the yard .,ছোট কুকুরটি ইয়ার্ডে দৌড়ছে
two cricket players holding their sticks in the air .,দুইজন ক্রিকেট খেলোয়াড় বাতাসে তাদের লাঠি ধরে আছে
two field hockey players with their sticks in the air,দুই মাঠ হকি খেলোয়াড় বাতাসে তাদের লাঠি নিয়ে
two men each carrying a stick playing a sport competition,দু'জন পুরুষ একটি লাঠি বহন করে খেলাধুলার প্রতিযোগিতা করছেন
two men playing hockey .,দুইজন লোক হকি খেলছে
two men play lacrosse or field hockey .,দু'জন পুরুষ ল্যাক্রোস বা ফিল্ড হকি খেলেন।
four people posing for a photo in front of a pond .,চারজন লোক পুকুরের সামনে একটি ছবির জন্য অংগভংগি করছে
four young people stand near a bike with two flags on it .,চার যুবক একটি বাইকের কাছে দাঁড়িয়ে আছে যার উপরে দুটি পতাকা রয়েছে।
"this is a picture of three young men , dressed in suits with one on a bike , and of a young lady wearing a white dress .","এটি তিনটি যুবকের ছবি, একজন সাইকেলের এবং সকলে স্যুট পরিহিত এবং সাদা পোশাক পরা এক যুবতীর ছবি।"
three boys in suits and sashes and a girl in a dress in sash in a field .,স্যুট ও উত্তরীয় পরিহিত তিনজন ছেলে এবং উত্তরীয় পরিহিত একজন মেয়ে একটি মাঠে দাঁড়িয়ে আছে
three smartly dressed man and woman are standing beside a bicycle on the grass .,তিনটি স্মার্ট পোশাক পরা পুরুষ এবং মহিলা ঘাসের উপর একটি সাইকেলের পাশে দাঁড়িয়ে আছেন।
a dirt biker aggitates dirt on a four wheeler .,একজন ময়লা বাইকারের চার চাকায় ময়লা লাগে
a man is riding a four wheeler through some dirt .,একজন মানুষ কিছুটা ময়লা দিয়ে চার চাকার গাড়িতে চড়ছেন।
a person drives an atv through mud .,এক ব্যাক্তি কাঁদার মধ্য দিয়ে  এটিভি চালাচ্ছে
"a person on an all-terrain vehicle , sending up clouds of dust .",একজন লোক প্রচণ্ড ধুলো উড়িয়ে একটি যানবাহন চালিয়ে যাচ্ছে
a quad sends dirt flying into the air .,একটি কোয়াড বাতাসে উড়ে যাওয়া ময়লা উড়াচ্ছে
a bunch of children sitting in chairs and standing on wooden floors .,একদল শিশু চেয়ারে এবং কাঠের মেঝেতে বসে আছে
"a group of children sit , stand , and kneel along a wall .","একদল বাচ্চারা বসে আছে, দাঁড়িয়ে আছে এবং একটি প্রাচীর বরাবর হাঁটু গেড়ে"
a group of children sitting on folding chairs and playing .,বাচ্চাদের একটি দল ফল্ডিং চেয়ারে বসে খেলছে
a young group of children sitting in a row against the wall .,একদল শিশু একটি দেয়ালের সামনে সারিবদ্ধভাবে বসে আছে
the kids talking while sitting on a row of chairs along the wall .,বাচ্চারা প্রাচীর বরাবর এক সারি চেয়ারে বসে কথা বলছিল
a boy standing on a tricycle .,একটি ছেলে ট্রাইসাইকেলে দাড়িয়ে আছে
a little baby on a tricycle seems to not be wearing any clothes .,ট্রাইসাইকেলে থাকা একটি ছোট্ট শিশু মনে হয় কোনও পোশাক পরে নেই।
a toddler looking behind him while standing on a red tricycle .,একটি বাচ্চা লাল ট্রাইসাইকেলে দাঁড়িয়ে তার পিছনে তাকাচ্ছে।
the child stand on the seat of his trike in the park .,একটি শিশু পার্কে তার তিন চাকার ছোট সাইকেলের সিটের উপর দাঁড়িয়ে আছে
the small child is standing on a tricycle .,ছোট্ট শিশুটি ট্রাইসাইকেলে দাঁড়িয়ে আছে।
a lacross player hitting an oppenents stick .,একজন ল্যাক্রোস খেলোয়াড় প্রতিপক্ষের লাঠিতে আঘাত করছেন
a man in a red and white jersey is hitting a man in a blue and white jersey during a field hockey game .,মাঠে হকি খেলার সময় লাল-সাদা জার্সি পরা একজন লোক নীল-সাদা জার্সি পরা একজন লোককে আঘাত করছে
a man in a red uniform swings while another in a blue uniform jumps and others look on .,একটি লাল ইউনিফর্মের লোক সুইং করে অন্য একজন নীল ইউনিফর্মের লোক লাফ দেয় এবং অন্যরা তাকিয়ে থাকে।
two field hockey players collide .,দুইজন হকি খেলোয়াড় পরস্পরের সাথে ধাক্কা খাচ্ছে
two men attempt to hit a ball on a sports field with their team members standing by .,দু'জন লোক একটি ক্রীড়া মাঠে একটি বল আঘাত করার চেষ্টা করে তাদের দলের সদস্যদের সাথে দাঁড়িয়ে।
a person is skateboarding in a skate hole,একজন লোক স্কেট গর্তের ভেতর স্কেটবোর্ডিং করছে
a skateboarder approaches a ramp .,এক ব্যাক্তি গমন করছে
a skateboarder riding up to a slope .,একজন স্কেটবোর্ডার একটি ঢাল বেয়ে উপরে উঠছে
a skateboarder skates in the pool .,পুলটিতে একটি স্কেটবোর্ডার স্কেটিং করছে
a boy with glasses on standing in the sand throws a yellow balloon in the air .,গ্লাস পরিহিত একটি ছেলে বালুতে দাড়িয়ে একটি হলুদ বেলুন বাতাসে ছুড়ে মারে
a person throwing a yellow ball in the air .,একজন লোক একটি হলুদ বল হাওয়ায় ছুঁড়ছে
a person wearing glasses is in the sand reaching for a yellow ball .,চশমা পরা এক ব্যাক্তি বালুতে দাড়িয়ে একটি হলুদ বল ধরার চেষ্টা করছে
the boy is playing ball in the sand .,একজন বালক বালির উপর বল নিয়ে খেলছে
the person is throwing a yellow object in the air while standing on sand .,ব্যক্তিটি বালির উপরে দাঁড়িয়ে বাতাসে হলুদ রঙের জিনিস ছুঁড়ে মারছে
a brown dog is standing on his back legs trying to reach something in the mans hand .,একটি বাদামী কুকুর তার পশ্চাৎপদে দাড়িয়ে লোকটির হাতের বস্তু পর্যন্ত পৌছানোর চেষ্টা করছে
a man and a dog are playing in a field,একজন লোক এবং একটি কুকুর মাঠে খেলা করছে
a man and a dog stand in the grass .,এক ব্যাক্তি এবং একটি কুকুর ঘাসে দাড়িয়ে
a man holding stick and playing with a dog .,একজন লোক হাতে লাঠি নিয়ে একটি কুকুরের সাথে খেলা করছে
the man has a dog on a leash and appears to be teaching it to stand on its hind legs .,লোকটির পাতায় একটি কুকুর রয়েছে এবং এটি তার পেছনের পায়ে দাঁড়াতে শেখাচ্ছে।
a cyclist is airborne over a jump in a public skate and bike park .,একজন সাইক্লিস্ট পাবলিক স্কেট এবং বাইক পার্কে লাফিয়ে বাতাসে উঠেছে
"a guy on a bicycle midair above a ramp , doing a trick .",মধ্য আকাশে একজন লোক বাইসাইকেলের উপর কৌশল দেখাচ্ছে
a man in midair doing a bicycle stunt on a half pipe .,অর্ধেক পাইপে এক ব্যাক্তি বাইসাইকেল স্টান্ট করে
a person jumping a ramp with three people in the background .,একজন লোক সাইকেলে চড়ে একটি ঢালু কাঠামোর উপর লাফ দিচ্ছে এবং তিনজন লোক তাকিয়ে আছে
the biker does a trick in the air .,বাইকার বাতাসে একটি কৌশল করে
two ladies in skimpy clothes pose next to an old fashioned car .,যৎসামান্য পোশাকে দুইজন নারী একটি পুরাতন ঢংগের গাড়ির পাশে দাড়িয়ে ছবি তোলার জন্য অংগভংগি করেন
two scantily clad girls holding checkered flags standing on each side of a classic red car .,একটি ক্লাসিক লাল গাড়ির দুইপাশে দুইজন স্বল্প কাপড় পরা বালিকা হাতে চেকার পতাকা নিয়ে দাঁড়িয়ে আছে
two spokesmodels in front of a hotrod .,দুজন স্পোকসমোডেল একটি হটরড গাড়ির সামনে
two women holding checkered flags near an orange car .,দুইজন নারী সাদা কালো ছককাটা পতাকা হাতে নিয়ে একটি কমলা রঙের গাড়ির সামনে দাঁড়িয়ে আছে
two women in black with flags are standing in front of an old-fashioned car .,পতাকাযুক্ত কালো রঙের দুটি মহিলা একটি পুরানো ধরণের গাড়ির সামনে দাঁড়িয়ে আছেন।
a guy jumps to make a basketball shot .,একটি বাস্কেটবল শট এর জন্য একটি ছেলে লাফ দেয়
four men playing basketball on a court with various people in the background .,চারজন লোক কোর্টে বাস্কেটবল খেলছে যাদের পিছনে বিভিন্ন মানুষ
the man drives the lane for a shot in the outdoor basketball game .,বহিরঙ্গন বাস্কেটবল খেলায় লোকটি শটের জন্য মুভ নেয়
the three men are playing basketball on a blacktop .,তিনজন লোক ঢালাই করা মাঠে বাস্কেটবল খেলছে
three men are playing basketball and one of them blocked the others shot while people play in the back .,তিনজন ব্যক্তি বাস্কেটবল খেলছেন এবং তাদের মধ্যে একজন যখন অন্যদের পিছনে খেলেন তখন  অন্যদেরকে বাধা দেন।
an asian tennis player returning a serve .,একজন এশিয়ান টেনিস খেলোয়াড় একটি পরিবেশন ফেরত দিচ্ছেন
a tennis player on a clay court runs to the ball .,একজন টেনিস খেলোয়াড় মাটির কোর্টে বলের দিকে দৌড়ে যাচ্ছে
a woman in a white shirt is playing tennis,সাদা শার্টের এক মহিলা টেনিস খেলছেন
a woman returns the tennis ball .,একজন নারী শট নিয়ে প্রতিপক্ষ খেলোয়াড়ের কাছে বল ফেরত পাঠাচ্ছে
tennis player running for the ball .,টেনিস খেলোয়াড় বলের জন্য দৌড়ে
a blue and grey race car driving on a dirt track .,একটি নীল ও ধূসর প্রতিযোগিতার গাড়ি ময়লা রাস্তায় চলছে
a person driving a drag racer on dirt .,ময়লার মধ্যে একজন লোক ড্রাগ রেসার চালাচ্ছে
a person is in a race car on a track with a lot debri .,একজন ব্যাক্তি রেস  ট্র্যাকে গাড়িতে রয়েছে।
a race car driver is driving his car through the mud .,একজন রেসিং গাড়ির চালক কাদার মধ্যে দিয়ে গাড়ি চালিয়ে যাচ্ছে
the blue and gray vehicle is racing through the gravel .,নীল ও ধূসর গাড়িটি কঙ্কর দিয়ে দৌড়াচ্ছে।
a man is in the air with his bike and there 's another guy on his bike in the back with the water close by .,একজন ব্যক্তি তার বাইকটি নিয়ে বাতাসে ছিলেন এবং তার পিছনে  জলের কাছে বাইকের উপর আরও একটি লোক রয়েছে
bicyclist ride the course near the ocean as the day comes to an end .,দিনের শেষবেলায় একজন সাইক্লিস্ট সমুদ্রের কাছের পথে চালায়
bikers getting airborne on a track near water and a skyline .,স্কাইলাইন এবং পানির সামনে বাইকাররা হাওয়ায় উড়ছে
the bmx bike rider jumps a grassy dirt ramp .,ঘাসময় পথে বিমক্স বাইক চালক জাম্প নিলো
two bmx bikers jumping dirt ramps in front of a body of water .,দুইজন ছেলে বিএমএক্স বাইকে চড়ে একটি জলাশয়ের পাশে মাটির ঢালের উপর লাফ দিচ্ছে
"a boy wearing a helmet and no shirt , in the air on a bike .",শার্টহীন ও হেলমেট পরিহিত একটি ছেলে তার বাইকে করে বাতাসে রয়েছে
a man going over a jump on his bike with a river in the background,একজন লোক বাইকে করে লাফ দিচ্ছে যার পিছনে নদী আছে
a man on a bike does a very high jump .,বাইকে এক ব্যাক্তি অনেক উচু লাফ দেয়
"a man without a shirt , wearing a helmet , jumping a bike in the air near water .",হেলমেট পরিহিত খালি গায়ে একজন লোক জলাশয়ের ধারে সাইকেলে চড়ে শূন্যে লাফ দিচ্ছে
a woman doing a jump on a bike,বাইকে লাফিয়ে এক মহিলা
a big tan dog wearing a muzzle running in green grass .,একটি বড় তামাটে কুকুর যার মুখবন্ধ রয়েছে সে সবুজ ঘাসে দৌড়াচ্ছে
a brown dog wears a blue muzzle as it runs in the grass .,নীল মুখবন্ধ পরা একটি বাদামি কুকুর ঘাসের উপর দৌড়াচ্ছে
a brown dog with a blue muzzle is running on green grass .,সবুজ ঘাসে একটি নীল খাঁচাবদ্ধ বাদামী কুকুরটি দৌড়াচ্ছে
a brown greyhound is wearing a blue muzzle and blue collar .,মুখে নীল রঙের বিশেষ টুপি এবং নীল গলাবন্ধ পরিহিত একটি বাদামি রঙের গ্রে হাউন্ড জাতের কুকুর
the brown dog with the blue muzzle is in the field .,নীল মুখোশযুক্ত বাদামী কুকুরটি মাঠে।
a biker in the woods .,একজন বাইকার জংগলে
a cyclist is making his bike jump between two rocks .,দুটো পাথরের মধ্যে একজন সাইকেল চালক তার সাইকেল নিয়ে লাফাচ্ছে
a guy on a bike jumping from one large rock to another,একটি বাইকের উপর একটি লোক এক বড় শিলা থেকে অন্যটিতে ঝাঁপিয়ে পড়ে
a man jumps his bicycle in the air between two rocks .,একজন লোক সাইকেলে চড়ে দুইটি শিলার মাঝখানে শূন্যে লাফ দিচ্ছে
person on bike in air above two large boulders with sun overhead .,মাথার উপর সূর্য নিয়ে দুইটি বড় পাথরের উপর একজন লোক বাইক নিয়ে বাতাসে ভাসছে
a man driving a four-wheeler off-road .,রাস্তার বাইরে একজন লোক চার চাকার গাড়ি চালাচ্ছেন
a man riding an atv makes a jump over a dirt road .,এটিভি চড়া একজন লোক ডার্ট রাস্তার উপর লাফাচ্ছে
a racer on an atv leaves the ground in a jump .,এক এটিভি রেসার এক জাম্পে মাটি থেকে উপরে উঠে যায়
person wearing a helmet on a four wheeled bike in air,হেলমেট পরিহিত একজন লোক চার চাকার বাইকে চড়ে শূন্যে লাফ দিচ্ছে
the man does a trick on the fourwheeler .,লোকটি চারচাকার গাড়িতে একটি কৌশল করে।
a dog is jumping through a fiery obstacle .,একটি আগুনের বাধার মধ্য দিয়ে একটি কুকুর লাফ দিচ্ছে
a dog is jumping through a flaming hoop .,জ্বলন্ত চক্রের ভেতর দিয়ে একটি কুকুর লাফাচ্ছে
a light brown dog jumps through a ring of fire while two people watch .,একটি হালকা বাদামী কুকুর আগুনের আংটি দিয়ে লাফ দেয় যখন দু'জন লোক দেখছে।
a show dog jumps through a flaming obstacle .,একটি কুকুর একটি জলন্ত প্রতিবন্ধকের ভেতর দিয়ে লাফ দিল
a tan dog is jumping through a fire hoop,একটি ট্যান কুকুর আগুনের কুঁচক দিয়ে ঝাঁপিয়ে পড়ছে
a man and a woman holding hands try to go their opposite ways .,একজন পুরুষ ও একজন মহিলা হাত ধরে বিপরীত দিকে যাওয়ার চেষ্টা করছেন
a well dressed young couple hold hands and pull in different directions in front of trees .,পরিপাটি পোষাক পরা একটি দম্পতি গাছের সামনে দুইজনকে দুজন দুইদিকে টানছে
a young boy wearing a suit and top hat is holding hands with a girl in a green dress .,স্যুট এবং টুপি পরা একটি তরুণ ছেলে সবুজ রঙের ড্রেসে একটি মেয়ের সাথে হাত ধরে
the man in the black suit and hat is holding the hand of the girl in the green dress whilst looking away from each other .,কালো স্যুট ও টুপি পরিহিত একজন লোক এবং সবুজ রঙের পোশাক পরিহিত একজন নারী পরস্পরের হাত ধরে বিপরীত দিকে তাকিয়ে আছে
young couple in formal attire hold hands,আনুষ্ঠানিক পোশাকে তরুণ দম্পতি হাত ধরে আছে
a dirty-blonde girl wearing a white tank top and blue jeans is standing in the middle of a green field and playing with dandelions .,সাদা ট্যাঙ্ক টপ এবং নীল জিন্স পরা একটি নোংরা-স্বর্ণকেশী মেয়ে সবুজ মাঠের মাঝখানে দাঁড়িয়ে ড্যান্ডেলিয়নস নিয়ে খেলছে।
a girl in a green top is blowing the seed from a dandelion in a green field .,সবুজ মাঠে সবুজ জামা পরা একটি বালিকা ড্যান্ডিলাইওনের বীজ ফুঁ দিয়ে উড়াচ্ছে
a girl picking dandelions in a grassy meadow .,একটি মেয়ে ঘাসের মাঠে ডানডিলিয়ন তুলছে।
a young girl is blowing dandelions in a field .,একটি বাচ্চা মেয়ে মাঠের মধ্যে ফুঁ দিয়ে ফুলের খোসা উড়াচ্ছে
a young girl standing in a grassy field .,তৃণমূলের মাঠে দাঁড়িয়ে এক যুবতী মেয়ে।
a person skateboarding down a ramp at night .,একজন লোক রাতের বেলা স্কেটবোর্ডিং করে একটি চলমান স্তর বেয়ে নামছে
a skateboard rolling down a ramp .,একটি স্কেটবোর্ড ঢালু তল বেয়ে নিচে নামছে
boy in jacket riding skateboard down a handicap ramp,জ্যাকেট গায়ের ছেলেটি স্কেটবোর্ডিং করছে
someone skateboarding down a wheelchair ramp in front of a tall yellow building .,একটি উঁচু হলুদ দালানের সামনের হুইলচেয়ার চলাচলের ঢালু অংশের উপর কেউ একজন স্কেটবোর্ডিং করছে
the boy is sliding down the ramp on a skateboard .,ছেলেটি একটি স্কেটবোর্ডে পথটিতে স্লাইড করছে।
a man and a woman are sitting in a rowboat on calm water .,শান্ত পানিতে একজন পুরুষ ও একজন মহিলা একটি বাইচনৌকায় বসে আছেন
a man rowing a boat while the woman watches .,একজন লোক নৌকা বাইছে যাকে একজন মহিলা দেখছে
the woman is sitting in the boat being rowed by the man .,মহিলাটি নৌকায় বসে রয়েছে যেখানে পুরুষ নৌকা বাইছে
two people in life jackets in a rowboat,একটি বাইচের নৌকায় লাইফজ্যাকেট পরিহিত দুইজন মানুষ
two people wear life jackets in a rowboat .,দু'জন লোক নৌকায় লাইফ জ্যাকেট পরে আছেন।
a crowd of girls at a concert .,একটি কন্সার্ট এ তরূণীদের ভীড়
a crowd of people stand .,একদল লোক দাঁড়িয়ে আছে
adoring girls watch the singer at the concert .,উপভোগ করা মেয়েরা কনসার্টে গায়ককে দেখেন।
a group of people smiling and dancing in a huddle group together .,একদল মানুষ একসাথে গাদাগাদি করে নৃত্য করছে এবং হাসছে
"a large group of people are watching something , screaming , and taking pictures .","একটি বিশাল গ্রুপ লোকেরা কিছু দেখছে, চিৎকার করছে এবং ছবি তুলছে।"
