,id,translation
33469,33469,"{'en': 'a cyclist', 'bn': 'একজন সাইকেল আরোহী'}"
33470,33470,"{'en': 'a man riding on a red bicycle .', 'bn': 'এক ব্যাক্তি লাল সাইকেল চালায়'}"
33471,33471,"{'en': 'a man wearing a white and red helmet riding his red bike down the street .', 'bn': 'সাদা এবং লাল হেলমেট পরা একজন লোক রাস্তায় তাঁর লাল বাইকে চড়ে যাচ্ছেন'}"
33472,33472,"{'en': 'a man with a red helmet and numbers on his arm and leg is riding a red racing bike .', 'bn': 'একটি লাল শিরস্ত্রাণ ও একটি হাতে ও পায়ে নম্বরযুক্ত একটি ব্যক্তি একটি লাল রেসিং বাইক চালাচ্ছেন'}"
33473,33473,"{'en': 'a man with a red helmet is riding on a red bicycle .', 'bn': 'একলোক রাস্তায় সাইকেল চালাচ্ছে'}"
33474,33474,"{'en': 'a group of men in period clothing are standing in front of a hut .', 'bn': 'নির্দিষ্ট পোশাক পরিহিত একদল লোক একটি কুঁড়েঘরের সামনে দাঁড়িয়ে আছে'}"
33475,33475,"{'en': 'a group of people dressed as pirates .', 'bn': 'জলদস্যুর সাজে একদল মানুষ'}"
33476,33476,"{'en': 'the people are in older looking attire .', 'bn': 'লোকেরা বয়স্ক চেহারার দেখতে লাগছে এমন পোশাকে'}"
33477,33477,"{'en': 'the people in white and maroon clothes are in a wooden building .', 'bn': 'সাদা এবং মেরুন পোশাকের লোকেরা কাঠের একটি ভবনে রয়েছে'}"
33478,33478,"{'en': 'the seven men are gathered .', 'bn': 'একইরকম পোশাক পড়া কয়েকজন লোক একটি কুটিরের সামনে দাঁড়িয়ে আছে'}"
33479,33479,"{'en': 'a group of adults and children play with a parachute outdoors .', 'bn': 'একদল শিশু এবং প্রাপ্তবয়স্ক মানুষ একটি প্যারাসুট নিয়ে খেলা করছে'}"
33480,33480,"{'en': 'a group of children are waving a large cloth up and down .', 'bn': 'একদল শিশু একটি বিশাল কাপড় উপরে নিচে করছে'}"
33481,33481,"{'en': 'a group of people holding up a bed sheet like a parachute while two people run underneath to fetch a soccer ball .', 'bn': ""একদল লোক প্যারাশুটের মতো বিছানার চাদরটি ধরে রাখছেন এবং দু'জন লোক সকার বল আনতে নীচে ছুটে চলেছেন।""}"
33482,33482,"{'en': 'many people raise a large sheet of fabric above their heads .', 'bn': 'অনেক লোক মাথার উপরে ফ্যাব্রিকের একটি বড় চাদর উত্থাপন করে'}"
33483,33483,"{'en': 'the group of people is holding a large sheet .', 'bn': 'কয়েকজন লোক ও বাচ্চা মিলে একটি চাদর ধরে আছে'}"
33484,33484,"{'en': 'two girls playing in mud in a small pool .', 'bn': 'দুইজন মেয়ে একটি ছোট পুলের কাদার মধ্যে খেলা করছে'}"
33485,33485,"{'en': 'two people mud wrestling .', 'bn': 'মাটিতে দুজন ব্যাক্তি কুস্তি করছে'}"
33486,33486,"{'en': 'two woman are mud wrestling in a kiddie pool .', 'bn': ""দু'জন মহিলা একটি কিডি পুকুরে কাদা কুস্তি করছেন।""}"
33487,33487,"{'en': 'two women in a mudfight .', 'bn': 'কাঁদার লড়াইয়ে দুই মহিলা'}"
33488,33488,"{'en': 'two women mud-wrestle in a blue wading-pool', 'bn': 'দুই মহিলা কাদায় কুস্তি করছে'}"
33489,33489,"{'en': 'a long haired drummer plays music outdoors .', 'bn': 'একজন লম্বা চুলওয়ালা ড্রামস বাদক একটি বাদ্যযন্ত্র বাজাচ্ছে'}"
33490,33490,"{'en': 'a man with long hair and tattoos plays a drum outdoors .', 'bn': 'লম্বা চুল এবং উল্কি সহ এক ব্যক্তি বাইরে ড্রাম বাজায়।'}"
33491,33491,"{'en': 'a musician plays a drum while his hair covers his face , and tattoos dot his arms .', 'bn': 'একজন সংগীতশিল্পী যখন তাঁর চুল তার মুখ ঢেকে রাখেন তখন একটি ড্রাম বাজায় এবং তার বাহুতে উল্কি প্রদর্শিত হয়।'}"
33492,33492,"{'en': 'a tatooed person shakes their hair and beats a drum .', 'bn': 'একজন উলকি আঁকা ব্যক্তি তার চুল কাঁপায় এবং একটি ড্রাম বাজায়'}"
33493,33493,"{'en': 'the drummer beats the drums at an outdoor concert .', 'bn': 'একজন লম্বা চুলের লোক ড্রাম বাজাচ্ছে'}"
33494,33494,"{'en': 'a lady walking her dog through an obstacle course , while other people are in the background .', 'bn': 'একজন নারী তার কুকুরটিকে প্রতিবন্ধক দিয়ে ঘেরা একটি জায়গায় হাঁটিয়ে নিয়ে যাচ্ছে এবং পেছনে কয়েকজন মানুষ রয়েছে'}"
33495,33495,"{'en': 'a small tan and white dog and trainer running an obstacle course', 'bn': 'একটি ছোট ট্যান এবং সাদা কুকুর এবং প্রশিক্ষক একটি কোর্সে দৌড়াচ্ছে'}"
33496,33496,"{'en': 'a woman is guiding a brown dog around an obstacle course', 'bn': 'একটি মহিলা বাধা কোর্সের চারপাশে একটি বাদামী কুকুরকে গাইড করছেন'}"
33497,33497,"{'en': 'a woman with a hat is leading a small dog through an obstacle course .', 'bn': 'একটি টুপি সহ একটি মহিলা বাধা কোর্সের মাধ্যমে একটি ছোট কুকুরকে নেতৃত্ব দিচ্ছে'}"
33498,33498,"{'en': 'a black soccer male soccer player in a purple uniform with a soccer ball on his head , and a white male soccer player in a white uniform behind him .', 'bn': 'ময়ূরপঙ্খি বর্ণের জার্সি পরিহিত একজন কৃষ্ণাঙ্গ ফুটবল খেলোয়াড় তার মাথা দিয়ে বলে আঘাত করছে এবং তার পিছনে সাদা রঙের জার্সি পরিহিত একজন খেলোয়াড় রয়েছে'}"
33499,33499,"{'en': 'a man in purple bumps the soccer ball with his head while a man in white battles with him .', 'bn': 'বেগুনি রঙের এক ব্যক্তি তার মাথার সাথে সকারের বলটি ছোয়া দেয়, যখন তাঁর সাথে সাদা জার্সির ব্যাক্তি লড়াই করে'}"
33500,33500,"{'en': 'a man on the purple team heading the ball in a game against the white team', 'bn': 'সাদা দলের বিরুদ্ধে একটি খেলায় বলে হেড করে বেগুনি দলের একজন'}"
33501,33501,"{'en': 'two guys colliding while playing soccer', 'bn': ""ফুটবল খেলতে গিয়ে দু'জনের সংঘর্ষ হচ্ছে""}"
33502,33502,"{'en': 'two guys playing ball and making faces .', 'bn': 'একজন ফুটবল খেলোয়াড় হেড নিচ্ছেন'}"
33503,33503,"{'en': 'two dogs holding opposite ends of a toy with their mouths swimming .', 'bn': 'দুইটি কুকুর তাদের মুখ দিয়ে একটি খেলনার দুই প্রান্ত ধরে রেখে পানিতে সাঁতার কাটছে'}"
33504,33504,"{'en': 'two grey dogs are carrying a stick in the water .', 'bn': 'দুটি ধূসর কুকুর একটি লাঠি মুখে পানিতে'}"
33505,33505,"{'en': 'two grey dogs swimming in a lake to retrieve a white toy .', 'bn': 'একটি সাদা খেলনা উদ্ধার করতে দুটি ধূসর কুকুর একটি হ্রদে সাঁতার কাটছে।'}"
33506,33506,"{'en': 'two identical brown dogs side by side holding something white in both their mouths .', 'bn': ""দু'টি একইরকম বাদামি কুকুর পাশাপাশি রয়েছে তাদের দু'জনের মুখে সাদা কিছু ধরে আছে""}"
33507,33507,"{'en': 'two similar brown dogs share holding a white toy while swimming .', 'bn': 'দুটি কুকুর পানি থেকে মুখে করে খেলনা নিয়ে আসছে'}"
33508,33508,"{'en': 'dog leaps high for yellow ball as another dog waits below on grass .', 'bn': 'একটি কুকুর হলুদ রঙের বল ধরার জন্য শূন্যে লাফ দিচ্ছে এবং অন্য একটি কুকুর মাটিতে অপেক্ষা করছে'}"
33509,33509,"{'en': 'these two dogs are outside , with one on the ground and one jumping in the air to get a ball .', 'bn': 'এই দুটি কুকুর বাইরে রয়েছে, একটি মাটিতে এবং একটি বাতাসে একটি বল পেতে লাফিয়ে।'}"
33510,33510,"{'en': 'two dog play with ball while one makes a big jump', 'bn': ""দু'জন কুকুর বল নিয়ে খেলেন, যখন একজন বড় লাফ দেয়""}"
33511,33511,"{'en': 'two dogs play with a ball in a field .', 'bn': 'দুটি কুকুর মাঠে একটি বল নিয়ে খেলে'}"
33512,33512,"{'en': 'two dogs play with tennis ball in field .', 'bn': 'মাঠের মধ্যে দুটি কুকুর বল দিয়ে খেলছে ও দৌড়ে বেড়াচ্ছে'}"
33513,33513,"{'en': 'a bicyclist wearing a helment riding down a steep ramp', 'bn': 'হেলমেট পরিহিত একজন বাইসাইকেল আরোহী ঢালু কাঠামো বেয়ে নিচে নামছে'}"
33514,33514,"{'en': 'a bike rider catches air near a ramp .', 'bn': 'একটি বাইক চালক স্টান্ট করছে'}"
33515,33515,"{'en': 'a bmx rider in midair .', 'bn': 'শূণ্যে একজন বিএমএক্স চালক'}"
33516,33516,"{'en': 'a man wearing a green shirt is jumping his bicycle off a ramp .', 'bn': 'সবুজ রঙের শার্ট পরা একজন লোক তার সাইকেলটি নিয়ে ঢালু পথ থেকে ঝাঁপিয়ে পড়ছে'}"
33517,33517,"{'en': 'a man wearing inline skates is skating down a cement wall', 'bn': 'স্কেট পরিহিত একজন লোক সিমেন্টের দেয়াল বেয়ে স্কেটিং করে নিচে নামছে'}"
33518,33518,"{'en': 'a rollerblader is sliding down a railing .', 'bn': 'একটি রোলার ব্লাডার একটি রেলিংয়ের নিচে স্লাইড করছে।'}"
33519,33519,"{'en': 'a skater slides down a wall beside a long staircase .', 'bn': 'একটি স্কেটার দীর্ঘ সিঁড়ির পাশে একটি প্রাচীর বেয়ে স্লাইড করে নামে'}"
33520,33520,"{'en': 'a teenage boy is riding a skateboard on the stone handrail of a flight of outdoor steps .', 'bn': 'একটি কিশোর আউটডোর স্টেপগুলির একটি ফ্লাইটের পাথর হ্যান্ডরেলে একটি স্কেটবোর্ডে চড়ে'}"
33521,33521,"{'en': 'a boy holding a rope .', 'bn': 'একজন বালক একটি দড়ি ধরে আছে'}"
33522,33522,"{'en': 'a boy in a plaid shirt plays with string .', 'bn': 'প্লেড শার্টের একটি ছেলে স্ট্রিং নিয়ে খেলছে।'}"
33523,33523,"{'en': 'a boy wearing a green checked shirt is standing by a tree with a piece of rope .', 'bn': 'সবুজ চেক শার্ট পরা একটি ছেলে দড়ির টুকরো নিয়ে গাছের পাশে দাঁড়িয়ে আছে।'}"
33524,33524,"{'en': 'a boy with rope in the woods .', 'bn': 'বনে দড়ি নিয়ে একটি ছেলে'}"
33525,33525,"{'en': 'the boy under the tree holding a rope .', 'bn': 'এক বাচ্চা ছেলে সুতা হাতে নিয়ে দাঁড়িয়ে আছে'}"
33526,33526,"{'en': 'a boy is sitting in a car seat in the backseat of a car .', 'bn': 'একজন বালক একটি গাড়ির পেছনের আসনে বসে আছে'}"
33527,33527,"{'en': 'a boy making a face while sitting in his car seat', 'bn': 'একটি ছেলে গাড়ির সিটে বসে মুখাভঙ্গি করছে'}"
33528,33528,"{'en': 'a boy sitting in a car making a surprised face', 'bn': 'একটি ছেলে গাড়িতে বসে আছে অবাক মুখ করে'}"
33529,33529,"{'en': 'a young boy is buckled into a car seat making a silly face .', 'bn': 'একটি অল্প বয়স্ক ছেলে একটি বোকা মুখ তৈরি করে একটি গাড়ীর আসনে আটক হয়'}"
33530,33530,"{'en': 'the young boy with a silly face is buckled in a car seat .', 'bn': 'গাড়িতে বেল্টে জড়ানো এক বাচ্চা বসে আছে'}"
33531,33531,"{'en': 'a line of women dressed in colorful gowns standing on a round stage .', 'bn': 'রঙিন গাউন পরিহিত কয়েকজন নারী সারিবদ্ধভাবে একটি গোলাকার মঞ্চের উপর দাঁড়িয়ে আছে'}"
33532,33532,"{'en': 'several women wearing bright dresses are in a competition .', 'bn': 'উজ্জ্বল পোশাক পরা বেশ কয়েকটি মহিলা একটি প্রতিযোগিতায় রয়েছেন।'}"
33533,33533,"{'en': 'several young women in tropical clothing stand on a stage .', 'bn': 'গ্রীষ্মমন্ডলীয় পোশাকের বেশ কয়েকটি যুবতী মহিলা একটি মঞ্চে দাঁড়িয়ে আছেন।'}"
33534,33534,"{'en': 'women line up on state in festive dresses in front of an audience .', 'bn': 'মহিলারা একদল শ্রোতার সামনে উতসবের সাজে সারিবদ্ধ'}"
33535,33535,"{'en': 'young women in dresses standing on a stage', 'bn': 'কয়েকজন মহিলা রঙিন পোশাক পড়ে মঞ্চে দাঁড়িয়ে আছে'}"
33536,33536,"{'en': 'a man playing a white guitar and singing as well', 'bn': 'একজন লোক সাদা রঙের গিটার বাজিয়ে গান গাইছে'}"
33537,33537,"{'en': 'a man plays his white guitar .', 'bn': 'একজন লোক তার সাদা গিটার বাজায়'}"
33538,33538,"{'en': 'a tattooed man in black playing a white guitar and singing .', 'bn': 'কালো রঙের পোশাকের একটি উল্কিযুক্ত মানুষ সাদা গিটার বাজায় এবং গাইছে।'}"
33539,33539,"{'en': 'man singing and playing a guitar .', 'bn': 'মানুষ গাইছে এবং একটি গিটার বাজায়'}"
33540,33540,"{'en': 'this guitarist is performing .', 'bn': 'একজন লোক গীটার বাজাচ্ছে ও গান গাচ্ছে'}"
33541,33541,"{'en': 'girls fighting on karate competition .', 'bn': 'দুইজন মেয়ে কারাতে প্রতিযোগিতায় লড়াই করছে'}"
33542,33542,"{'en': 'two girls are kicking each other in martial arts uniforms .', 'bn': 'মার্শাল আর্ট ইউনিফর্মে দুটি মেয়ে একে অপরকে লাথি মারছে।'}"
33543,33543,"{'en': 'two people are performing karate at a tournament .', 'bn': 'দুজন টুর্নামেন্টে কারাতে পারফর্ম করছে।'}"
33544,33544,"{'en': 'two woman are doing karate .', 'bn': 'দুজন মহিলা কারাতে করছে'}"
33545,33545,"{'en': 'two women in their karate uniforms kick at one another .', 'bn': 'দুইজন মহিলা কারাটে অনুশীলন করছে'}"
33546,33546,"{'en': 'a bicycle rider flies over a hill while a competitor is not far behind .', 'bn': 'একজন বাইসাইকেল আরোহী একটি উঁচু জায়গা লাফ দিয়ে পার হচ্ছে এবং তার অল্প পেছনেই একজন প্রতিদ্বন্দ্বী রয়েছে'}"
33547,33547,"{'en': 'a dirt bike racer jumping off a hill with another racer not far behind .', 'bn': 'একটি বাইকের রেসার কিছুটা পিছনে নেই, অন্য এক রেসারের সাথে একটি পাহাড় থেকে ঝাঁপিয়ে পড়ে।'}"
33548,33548,"{'en': 'a motocross rider is slightly airborne on a competition circuit jump .', 'bn': 'একটি মোটরক্রস রাইডার একটি প্রতিযোগিতা সার্কিট জাম্পে সামান্য শূণ্যে লাফিয়ে'}"
33549,33549,"{'en': 'a person is riding a dirt bike in a race on a dirt track .', 'bn': 'একজন ব্যক্তি ময়লার ট্র্যাকের রেসে একটি ময়লা সাইকেল চালাচ্ছেন'}"
33550,33550,"{'en': 'a fluffy little dog running through the snow', 'bn': 'একটি ছোট্ট লোমশ কুকুর তুষারের মধ্যে দৌড়াচ্ছে'}"
33551,33551,"{'en': 'an ash colored dog is walking forward in the snow .', 'bn': 'একটি ছাই রঙের কুকুরটি বরফের সামনে এগিয়ে চলেছে।'}"
33552,33552,"{'en': 'a small dog walking through the snow', 'bn': 'একটি ছোট কুকুর বরফ দিয়ে হাঁটছে'}"
33553,33553,"{'en': 'a small tan dog runs through the snow .', 'bn': 'একটি ছোট তামাটে কুকুর তুষার দিয়ে চলেছে'}"
33554,33554,"{'en': 'a man in shorts skis down a hill .', 'bn': 'হাফপ্যান্ট পরিহিত একজন লোক একটি পাহাড় বেয়ে স্কিয়িং করে নিচে নামছে'}"
33555,33555,"{'en': 'a man in summer clothing skiing on thin snow .', 'bn': 'গ্রীষ্মের পোশাকের এক ব্যক্তি পাতলা বরফে স্কিইং করছেন।'}"
33556,33556,"{'en': 'a skier is skiing down the snow wearing a white shirt and black shorts .', 'bn': 'একটি স্কাইয়ার সাদা শার্ট এবং কালো শর্টস পরে বরফে স্কিই করে নামছে'}"
33557,33557,"{'en': 'people in summer clothing racing down a snowy hill .', 'bn': 'গ্রীষ্মের পোশাকের লোকেরা বরফের পাহাড়ের নিচে দৌড়ে'}"
33558,33558,"{'en': 'a blonde toddler in a white shirt and green pants standing at a wooden fence .', 'bn': 'সাদা জামা ও সবুজ প্যান্ট পরিহিত সোনালি চুলের একজন শিশু একটি কাঠের বেড়ার সামনে দাঁড়িয়ে আছে'}"
33559,33559,"{'en': 'a blond little boy is standing by a fence .', 'bn': 'একটি স্বর্ণকেশী ছোট্ট ছেলেটি বেড়ার পাশে দাঁড়িয়ে আছে।'}"
33560,33560,"{'en': 'a blond toddler in green trousers peeks through a fence .', 'bn': 'সবুজ ট্রাউজারের একটি স্বর্ণকেশী বাচ্চা একটি বেড়া দিয়ে উঁকি দেয়।'}"
33561,33561,"{'en': 'a toddler in green shorts is standing by a wooden fence .', 'bn': 'সবুজ হাফপ্যান্টের একটি বাচ্চা কাঠের বেড়ার পাশে দাঁড়িয়ে আছে'}"
33562,33562,"{'en': 'a toddler walks along a fence .', 'bn': 'বেড়ার পাশে এক বাচ্চা দাঁড়িয়ে আছে'}"
33563,33563,"{'en': 'man on the left with his mouth open while the man on the right is raising his hand', 'bn': 'বাম দিকের লোকটি মুখ হা করে বসে আছে এবং ডান দিকের লোকটি হাত উঁচু করে দাঁড়িয়ে আছে'}"
33564,33564,"{'en': 'a man wearing a blue shirt and headphones around his neck raises his arm .', 'bn': 'গলায় নীল রঙের শার্ট এবং হেডফোন পরা একজন লোক তার হাত বাড়িয়েছে।'}"
33565,33565,"{'en': 'near snowflake sign , man sits while another stands wearing badge and headphones .', 'bn': 'বরফ পরা চিহ্নের কাছে, মানুষ বসে থাকে যখন অন্যজন ব্যাজ এবং হেডফোন পরা।'}"
33566,33566,"{'en': 'the man in the blue shirt wearing headphones around his neck is sitting next to the man who is working at a computer .', 'bn': 'ঘাড়ে হেডফোন পরা নীল শার্টের লোকটি কম্পিউটারে কাজ করা লোকটির পাশে বসে আছে'}"
33567,33567,"{'en': 'two men playing on a computer', 'bn': 'দুজন লোক ল্যাপটপ টিপছে'}"
33568,33568,"{'en': 'a bald man in a black wetsuit flips leaps in the air on a surfboard , holds on to a waterskiing handle', 'bn': 'কালো রঙের গোসলের পোশাক পরিহিত একজন টাক মাথার লোক ওয়াটারস্কিয়িং করার হাতল ধরে সার্ফবোর্ডে চড়ে শূন্যে উল্টো হয়ে লাফ দিচ্ছে'}"
33569,33569,"{'en': 'a man doing a trick on a wakeboard', 'bn': 'একটি লোক একটি ওয়েগবোর্ডে কৌতুক করছে'}"
33570,33570,"{'en': 'a person waterskiing in a river with a large wall in the background .', 'bn': 'একজন ব্যক্তি পটভূমিতে একটি বৃহত প্রাচীর সহ একটি নদীতে  স্কি করছে'}"
33571,33571,"{'en': 'a wakeboarder soars through the air .', 'bn': 'একজন ওয়েকবোর্ডার বায়ু দিয়ে উড়ে যায়'}"
33572,33572,"{'en': 'male performing water sports acrobatics while being pulled by a boat .', 'bn': 'নদীর ঢেউয়ে এক লোক সার্ফিং করছেন'}"
33573,33573,"{'en': 'a bald man climbing rocks .', 'bn': 'একজন টাক মাথার লোক শিলায় আরোহণ করছে'}"
33574,33574,"{'en': 'a bald , shirtless man rock climbing .', 'bn': 'একটি টাক, শার্টলেস রক ক্লাইম্বিং।'}"
33575,33575,"{'en': 'a man climbing up a rocky cliff', 'bn': 'এক ব্যক্তি পাথুরে পাহাড়ে উঠছে'}"
33576,33576,"{'en': 'a man with no shirt on is rock climbing .', 'bn': 'শার্ট না পরা এক লোক পর্বতারোহণ করছে'}"
33577,33577,"{'en': 'a rock climber scales a mountain .', 'bn': 'একলোক পাহাড় চড়ছেন্ন'}"
33578,33578,"{'en': 'a boy with his mouth wide open dressed in a yellow life jacket and goggles in water with a man next to him .', 'bn': 'হলুদ রঙের লাইফজ্যাকেট এবং গগলস পরিহিত একজন বালক মুখ হা করে পানিতে অবস্থান করছে এবং তার পাশে একজন লোক রয়েছে'}"
33579,33579,"{'en': 'a father and child enjoy the water .', 'bn': 'একটি বাবা এবং শিশু জল উপভোগ করে।'}"
33580,33580,"{'en': 'a man and child wearing a yellow life vest look up from the water .', 'bn': 'একটি পুরুষ এবং শিশু হলুদ জীবনের ন্যস্ত পোশাক পরা,জল থেকে উপরে তাকান।'}"
33581,33581,"{'en': 'an open mouthed child in goggles and a yellow life vest poses with a smiling man .', 'bn': 'গগলস পরা একটি খোলা মুখের শিশু এবং একটি হলুদ লাইফ ভেস্ট পরা হাসিখুশি লোক'}"
33582,33582,"{'en': 'man and boy wearing life jacket in water posing for a picture', 'bn': 'একজন লোক এক বাচ্চাকে সাঁতার কাটা শিখাচ্ছেন'}"
33583,33583,"{'en': 'a bike rider jumps through the air while being filmed .', 'bn': 'একজন বাইক আরোহীর শূন্যে লাফ দেওয়ার চিত্রধারণ করা হচ্ছে'}"
33584,33584,"{'en': 'a guy on a bike jumps high into the air while another person takes his picture', 'bn': 'বাইকটিতে থাকা লোকটি বাতাসে ঝাঁপিয়ে পড়ে অন্য ব্যক্তি তার ছবি তোলেন'}"
33585,33585,"{'en': 'a man is taking a picture of a bicyclist performing a trick in the air .', 'bn': 'একজন ব্যক্তি বায়ুতে কৌশল চালানো সাইকেল চালকের ছবি তোলেন'}"
33586,33586,"{'en': 'a man on a bmx bike catches massive air while someone is taking a picture', 'bn': 'বিএমএক্স বাইকের একজন ব্যক্তি যখন ছবি তুলছেন তখন প্রচুর বায়ু ধরছেন'}"
33587,33587,"{'en': 'a bird has its wings spread very wide and is standing on rocks .', 'bn': 'একটি পাখি তার ডানা মেলে দিয়ে পাথরের উপর দাঁড়িয়ে আছে'}"
33588,33588,"{'en': 'a bird takes off , surrounded by large rocks', 'bn': 'চারদিকে বড় বড় পাথরের মাঝে একটি পাখি নেমে আসে'}"
33589,33589,"{'en': 'a grey bird flies over the water by some rocks .', 'bn': 'একটি ধূসর পাখি কিছু পাথরের পাশ দিয়ে জলের উপরে উড়ে যায়।'}"
33590,33590,"{'en': 'a large duck in flight over a rocky stream .', 'bn': 'পাথুরে স্রোতের উপর দিয়ে বড় বড় হাঁস উড়ছে'}"
33591,33591,"{'en': 'a bird with a long orange bill drinks water .', 'bn': 'কমলা রঙের লম্বা ঠোঁটওয়ালা একটি পাখি পানি পান করছে'}"
33592,33592,"{'en': 'an egret stretches his neck to eat things out of the still water .', 'bn': 'একটি এরিরেট স্থির জল থেকে জিনিস খেতে তার ঘাড় প্রসারিত করে'}"
33593,33593,"{'en': 'a white crane looks for food in the water .', 'bn': 'একটি সাদা ক্রেন পানিতে খাবার সন্ধান করে।'}"
33594,33594,"{'en': 'the white bird stands in water near tall reeds .', 'bn': 'সাদা লম্বা পাখিটি শাপলা ফুলের কাছে জলে দাঁড়িয়ে আছে'}"
33595,33595,"{'en': 'the white crane is searching for food in a pond .', 'bn': 'পানিতে দাঁড়িয়ে একটি বক খাবার খুজছে'}"
33596,33596,"{'en': 'a boy is posing with a metal ladle in each hand .', 'bn': 'একজন বালক তার দুই হাতে দুইটি বড় চামচ নিয়ে পোজ দিচ্ছে'}"
33597,33597,"{'en': 'a boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand .', 'bn': 'হলুদ শার্ট এবং হালকা বাদামী শর্টসযুক্ত একটি ছেলে প্রতিটি হাতে একটি চামচ নিয়ে ভঙ্গি করছে।'}"
33598,33598,"{'en': 'a man in orange holds soup ladles and makes a funny face .', 'bn': 'কমলা রঙের কোনও ব্যক্তি স্যুপের চামচ ধরে এবং একটি মজার মুখ করে'}"
33599,33599,"{'en': 'a young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression .', 'bn': 'একটি যুবক একটি মজার অভিব্যক্তি করার সময় একটি হাতের সাথে হাতুড়ির আকারের একটি জিনিস এবং অন্য হাতে অনুরূপ আকারের একটি বস্তু ধরে থাকে'}"
33600,33600,"{'en': 'a young man in an orange shirt brandishes two ladles .', 'bn': 'দুইটা চামচ হাতে নিয়ে এক ছেলে দাঁড়িয়ে আছে'}"
33601,33601,"{'en': 'two children carry flowers as they walk along a grassy track .', 'bn': 'দুইজন শিশু হাতে ফুল নিয়ে একটি ঘাসযুক্ত পথে হেঁটে যাচ্ছে'}"
33602,33602,"{'en': 'two children hold hands and flowers .', 'bn': 'দুটি শিশু হাত ও ফুল ধরে।'}"
33603,33603,"{'en': 'two children in jackets walking down a dirt road carrying flowers .', 'bn': 'জ্যাকেটে দুটি শিশু ফুল নিয়ে একটি ময়লা রাস্তায় হাঁটছে।'}"
33604,33604,"{'en': 'two children walk along a path holding purple flowers .', 'bn': 'দুটি শিশু বেগুনি ফুল ধরে একটি পথ ধরে হাঁটছেন'}"
33605,33605,"{'en': 'two girl walk town a dirt road , holding flowers .', 'bn': 'দুই বাচ্চা রাস্তায় হেটে যাচ্ছে'}"
33606,33606,"{'en': 'a boy and a girl are standing on the edge of a lake at sunset .', 'bn': 'সূর্যাস্তের সময় একজন বালক এবং একজন বালিকা হ্রদের ধারে দাঁড়িয়ে আছে'}"
33607,33607,"{'en': 'two children are walking by a pond', 'bn': 'একটি পুকুরের ধার দিয়ে দুটি শিশু হাটছে'}"
33608,33608,"{'en': 'two figures are walking by a pond .', 'bn': ""দু'জন লোক পুকুর দিয়ে হাঁটছে""}"
33609,33609,"{'en': 'two people are silhouetted against a lake reflecting a painted sky .', 'bn': ""আঁকা আকাশ প্রতিবিম্বিত একটি হ্রদের বিপরীতে দু'জন লোকের ছায়া প্রতিলেখ করা হয়েছে।""}"
33610,33610,"{'en': 'two people silhouetted against a lake at sunset .', 'bn': 'খালের পাশে দুই বাচ্চা দাঁড়িয়ে আছে'}"
33611,33611,"{'en': 'a boat with a red and white sail in a body of water in the back of this scene .', 'bn': 'এই দৃশ্যের পিছনে জলে লাল এবং সাদা পাল সহ একটি নৌকা।'}"
33612,33612,"{'en': 'a ship with a red and white sail is in a body of water .', 'bn': 'একটি লাল এবং সাদা পাল সহ একটি জাহাজ জলে রয়েছে।'}"
33613,33613,"{'en': 'boat sails in rough water .', 'bn': 'রুক্ষ জলে নৌকা চালানো হচ্ছে'}"
33614,33614,"{'en': 'distant boat with striped sail , sailing between two land masses .', 'bn': 'নদীতে এক লোক একটা লাল ও সাদা রঙের পাল তুলা নৌকা চালাচ্ছে'}"
33615,33615,"{'en': 'a group of people pulling on a rope', 'bn': 'একদল মানুষ একটি দড়ি ধরে টানছে'}"
33616,33616,"{'en': 'three girls tug a rope .', 'bn': 'তিন মেয়ে একটি দড়ি ধরে আছে'}"
33617,33617,"{'en': 'three people are mountain climbing and the lady in front has long hair .', 'bn': 'তিনজন লোক পর্বত আরোহণ করে এবং সামনের মহিলার লম্বা চুল।'}"
33618,33618,"{'en': 'three people are pulling a rope on a hillside .', 'bn': 'তিন জন একটি পাহাড়ের উপরে একটি দড়ি টানছেন'}"
33619,33619,"{'en': 'three women on one side of a tug-of-war', 'bn': 'কিছু বাচ্চা একটা দড়ি টানছে'}"
33620,33620,"{'en': 'a child in an orange t-shirt is riding a green bike beside a pathway .', 'bn': 'কমলা রঙের টি-শার্ট পরিহিত একটি শিশু ফুটপাতের পাশে একটি সবুজ রঙের সাইকেল চালাচ্ছে'}"
33621,33621,"{'en': 'a child in red is riding a bicycle .', 'bn': 'লাল জামায় একটি শিশু সাইকেল চালাচ্ছে'}"
33622,33622,"{'en': 'a child wearing helmet is riding baby bicycle by side of walk path .', 'bn': 'হেলমেট পরা একটি শিশু হাঁটার পথের পাশে শিশু সাইকেল চালাচ্ছে।'}"
33623,33623,"{'en': 'a little girl is riding her bike on a dirt trail .', 'bn': 'একটি ছোট্ট মেয়েটি তার বাইক একটি ময়লা ট্রেইলে চড়াচ্ছে'}"
33624,33624,"{'en': 'a young child is riding a bike in the dirt along a brick walkway in a park .', 'bn': 'এক বাচ্চা মেয়ে সাইকেল চালাচ্ছে'}"
